"letter	ID	amplitude	amplitude_se	time	num_events	frequency	cell	sex	X	Y	age	animal	synapses	treatment	category	R_a	notes	days_alone	animal_or_slicing_problems",,,,,,,,,,,,,,,,
RMN2,Concatenate-RMN2,30.63,1.58,23.92,37,7.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,27.71,1.11,24,35,7,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,26.59,1.3,24.08,37,7.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,26.62,1.33,24.17,34,6.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,28.21,1.86,24.25,33,6.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,25.97,1.48,24.33,27,5.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,28.55,1.36,24.42,32,6.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,29.44,1.49,24.5,29,5.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,30.56,1.96,24.58,28,5.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,28.69,1.85,24.67,32,6.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,28.88,1.87,24.75,25,5,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,27.04,1.45,24.83,23,4.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,30.37,1.74,24.92,33,6.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,30.42,1.61,25,31,6.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,27.79,1.06,25.08,32,6.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,28.02,1.45,25.17,34,6.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,28.88,1.54,25.25,31,6.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,25.78,1.07,25.33,25,5,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,28.15,2.04,25.42,26,5.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,25.01,1.04,25.5,35,7,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,26.18,1.31,25.58,38,7.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,27.83,1.66,25.67,32,6.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,28.53,1.38,25.75,32,6.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,27.51,1.7,25.83,29,5.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,27.03,1.92,25.92,28,5.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,27.24,1.73,26,32,6.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,24.82,0.93,26.08,27,5.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,26.76,1.66,26.17,26,5.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,26.59,0.94,26.25,34,6.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,28.95,1.99,26.33,28,5.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,26.05,1.46,26.42,35,7,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,27.02,1.49,26.5,22,4.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,24.69,1.28,26.58,27,5.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,24.03,1.57,26.67,27,5.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,22.58,1,26.75,17,3.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,23.19,1.27,26.83,21,4.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,19.86,0.8,26.92,11,2.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,20.35,1.74,27,3,0.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,19.84,0.38,27.08,8,1.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,20.87,0.95,27.17,15,3,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,19.04,1,27.25,10,2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,20.08,0.39,27.33,20,4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,20.6,1.71,27.42,8,1.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,19.17,1.92,27.5,5,1,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,20.39,1.61,27.58,5,1,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,16.48,0,27.67,2,0.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,16.89,0.73,27.75,3,0.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,19.12,1.24,27.83,3,0.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,16.48,0,27.92,1,0.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,15.46,0.41,28,3,0.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,19.73,1.1,28.08,6,1.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,19.88,0.82,28.17,7,1.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,19.85,0.53,28.25,17,3.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,19.69,0.76,28.33,15,3,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,19.57,0.66,28.42,14,2.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,18.19,0.6,28.5,10,2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,18.48,1.01,28.58,7,1.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,15.06,0.41,28.67,3,0.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,20.29,0.88,28.75,4,0.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,18.92,0.51,28.83,5,1,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,20.81,0.98,28.92,10,2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,19.87,1.24,29,9,1.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,17.33,0.66,29.08,5,1,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,17.9,0.41,29.17,3,0.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,18.16,0.58,29.25,4,0.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,18.72,0.81,29.33,3,0.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,17.4,0.73,29.42,4,0.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,18.41,1.12,29.5,6,1.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,18.41,1.11,29.58,6,1.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,17.35,0.99,29.67,7,1.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,19.01,1.41,29.75,7,1.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,19.8,0.8,29.83,9,1.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,18.31,0.59,29.92,6,1.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
