"letter","ID","P1","P2","time","cell","sex","X","Y","age","animal","synapses","treatment","category","R_a","notes","days_alone","animal_or_slicing_problems","PPR","interval","baseline_range","baseline_mean","P1_transformed","P2_transformed","state"
"RMA3","concatenate175",11.32,19.25,22.92,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,1.7,"t20to25",FALSE,55.05,20.56,34.97,"Post-modification"
"RMA3","concatenate175",34.85,23.87,23,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.68,"t20to25",FALSE,55.05,63.31,43.36,"Post-modification"
"RMA3","concatenate175",34.77,26.83,23.08,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.77,"t20to25",FALSE,55.05,63.16,48.74,"Post-modification"
"RMA3","concatenate175",40.32,33.61,23.17,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.83,"t20to25",FALSE,55.05,73.25,61.06,"Post-modification"
"RMA3","concatenate175",28.28,28.9,23.25,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,1.02,"t20to25",FALSE,55.05,51.37,52.5,"Post-modification"
"RMA3","concatenate175",20.02,26.74,23.33,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,1.34,"t20to25",FALSE,55.05,36.37,48.58,"Post-modification"
"RMA3","concatenate175",17.15,13.48,23.42,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.79,"t20to25",FALSE,55.05,31.16,24.49,"Post-modification"
"RMA3","concatenate175",20.23,28.77,23.5,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,1.42,"t20to25",FALSE,55.05,36.75,52.26,"Post-modification"
"RMA3","concatenate175",55.24,38.16,23.58,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.69,"t20to25",FALSE,55.05,100.35,69.32,"Post-modification"
"RMA3","concatenate175",8.26,33.29,23.75,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,4.03,"t20to25",FALSE,55.05,15.01,60.48,"Post-modification"
"RMA3","concatenate175",25.67,22.01,23.83,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.86,"t20to25",FALSE,55.05,46.63,39.98,"Post-modification"
"RMA3","concatenate175",12.5,52.79,23.92,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,4.22,"t20to25",FALSE,55.05,22.71,95.9,"Post-modification"
"RMA3","concatenate175",21.73,31.5,24.08,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,1.45,"t20to25",FALSE,55.05,39.48,57.22,"Post-modification"
"RMA3","concatenate175",8.1,18.47,24.17,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,2.28,"t20to25",FALSE,55.05,14.71,33.55,"Post-modification"
"RMA3","concatenate175",20.59,34.63,24.25,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,1.68,"t20to25",FALSE,55.05,37.4,62.91,"Post-modification"
"RMA3","concatenate175",16.91,19.35,24.33,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,1.14,"t20to25",FALSE,55.05,30.72,35.15,"Post-modification"
"RMA3","concatenate175",11.29,25.94,24.5,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,2.3,"t20to25",FALSE,55.05,20.51,47.12,"Post-modification"
"RMA3","concatenate175",18.9,43.93,24.58,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,2.32,"t20to25",FALSE,55.05,34.33,79.8,"Post-modification"
"RMA3","concatenate175",26.33,27.55,24.67,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,1.05,"t20to25",FALSE,55.05,47.83,50.05,"Post-modification"
"RMA3","concatenate175",18.5,46.58,24.83,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,2.52,"t20to25",FALSE,55.05,33.61,84.62,"Post-modification"
"RMA3","concatenate175",7.97,10.41,24.92,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,1.31,"t20to25",FALSE,55.05,14.48,18.91,"Post-modification"
"RMA3","concatenate175",7.4,28.16,25,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,3.81,"t20to25",FALSE,55.05,13.44,51.16,"Post-modification"
"RMA4","concatenate174",108.26,144.27,0,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control","2","1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA,1.33,"t0to5",TRUE,103.43,104.67,139.48,"Baseline"
"RMA4","concatenate174",119.81,105.77,0.08,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control","2","1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA,0.88,"t0to5",TRUE,103.43,115.84,102.26,"Baseline"
"RMA4","concatenate174",79.06,161.46,0.17,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control","2","1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA,2.04,"t0to5",TRUE,103.43,76.44,156.1,"Baseline"
"RMA4","concatenate174",119.78,52.03,0.25,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control","2","1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA,0.43,"t0to5",TRUE,103.43,115.81,50.3,"Baseline"
"RMA4","concatenate174",110.32,104.22,0.33,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control","2","1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA,0.94,"t0to5",TRUE,103.43,106.66,100.76,"Baseline"
"RMA4","concatenate174",85.23,132.84,0.42,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control","2","1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA,1.56,"t0to5",TRUE,103.43,82.4,128.43,"Baseline"
"RMA4","concatenate174",96.46,147.73,0.5,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control","2","1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA,1.53,"t0to5",TRUE,103.43,93.26,142.83,"Baseline"
"RMA4","concatenate174",97.99,105.92,0.58,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control","2","1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA,1.08,"t0to5",TRUE,103.43,94.74,102.41,"Baseline"
"RMA4","concatenate174",151.62,107.67,0.67,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control","2","1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA,0.71,"t0to5",TRUE,103.43,146.59,104.1,"Baseline"
"RMA4","concatenate174",78.34,67.97,0.75,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control","2","1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA,0.87,"t0to5",TRUE,103.43,75.74,65.72,"Baseline"
"RMA4","concatenate174",168.06,90.54,0.83,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control","2","1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA,0.54,"t0to5",TRUE,103.43,162.48,87.54,"Baseline"
"RMA4","concatenate174",135.31,77.33,0.92,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control","2","1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA,0.57,"t0to5",TRUE,103.43,130.82,74.76,"Baseline"
"RMA4","concatenate174",97.91,50.92,1,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control","2","1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA,0.52,"t0to5",TRUE,103.43,94.66,49.23,"Baseline"
"RMA4","concatenate174",86.81,108.18,1.08,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control","2","1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA,1.25,"t0to5",TRUE,103.43,83.93,104.59,"Baseline"
"RMA4","concatenate174",106.54,79.68,1.17,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control","2","1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA,0.75,"t0to5",TRUE,103.43,103.01,77.04,"Baseline"
"RMA4","concatenate174",50.23,119.2,1.25,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control","2","1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA,2.37,"t0to5",TRUE,103.43,48.56,115.25,"Baseline"
"RMA4","concatenate174",68.23,128.66,1.33,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control","2","1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA,1.89,"t0to5",TRUE,103.43,65.97,124.39,"Baseline"
"RMA4","concatenate174",77.28,153.58,1.42,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control","2","1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA,1.99,"t0to5",TRUE,103.43,74.72,148.49,"Baseline"
"RMA4","concatenate174",84.74,98.17,1.5,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control","2","1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA,1.16,"t0to5",TRUE,103.43,81.93,94.91,"Baseline"
"RMA4","concatenate174",151.09,91.28,1.58,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control","2","1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA,0.6,"t0to5",TRUE,103.43,146.08,88.25,"Baseline"
"RMA4","concatenate174",61.8,130.16,1.67,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control","2","1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA,2.11,"t0to5",TRUE,103.43,59.75,125.84,"Baseline"
"RMA4","concatenate174",55.33,136.51,1.75,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control","2","1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA,2.47,"t0to5",TRUE,103.43,53.49,131.98,"Baseline"
"RMA4","concatenate174",66.42,123.19,1.83,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control","2","1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA,1.85,"t0to5",TRUE,103.43,64.22,119.1,"Baseline"
"RMA4","concatenate174",110.86,120.01,1.92,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control","2","1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA,1.08,"t0to5",TRUE,103.43,107.18,116.03,"Baseline"
"RMA4","concatenate174",122.21,61.18,2,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control","2","1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA,0.5,"t0to5",TRUE,103.43,118.16,59.15,"Baseline"
"RMA4","concatenate174",135.71,61.24,2.08,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control","2","1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA,0.45,"t0to5",TRUE,103.43,131.21,59.21,"Baseline"
"RMA4","concatenate174",34.08,46.89,2.17,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control","2","1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA,1.38,"t0to5",TRUE,103.43,32.95,45.33,"Baseline"
"RMA4","concatenate174",96.46,26.88,2.25,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control","2","1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA,0.28,"t0to5",TRUE,103.43,93.26,25.99,"Baseline"
"RMA4","concatenate174",70.09,42.63,2.33,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control","2","1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA,0.61,"t0to5",TRUE,103.43,67.76,41.22,"Baseline"
"RMA4","concatenate174",141.51,45.68,2.42,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control","2","1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA,0.32,"t0to5",TRUE,103.43,136.82,44.16,"Baseline"
"RMA4","concatenate174",68.67,102.85,2.5,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control","2","1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA,1.5,"t0to5",TRUE,103.43,66.39,99.44,"Baseline"
"RMA4","concatenate174",98.58,53.41,2.58,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control","2","1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA,0.54,"t0to5",TRUE,103.43,95.31,51.64,"Baseline"
"RMA4","concatenate174",145.5,64.93,2.67,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control","2","1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA,0.45,"t0to5",TRUE,103.43,140.67,62.78,"Baseline"
"RMA4","concatenate174",126.74,85.84,2.75,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control","2","1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA,0.68,"t0to5",TRUE,103.43,122.54,82.99,"Baseline"
"RMA4","concatenate174",92.05,123.18,2.83,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control","2","1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA,1.34,"t0to5",TRUE,103.43,89,119.09,"Baseline"
"RMA4","concatenate174",111.04,66.49,2.92,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control","2","1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA,0.6,"t0to5",TRUE,103.43,107.36,64.28,"Baseline"
"RMA4","concatenate174",133.35,111.98,3,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control","2","1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA,0.84,"t0to5",TRUE,103.43,128.93,108.27,"Baseline"
"RMA4","concatenate174",111.44,75.43,3.08,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control","2","1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA,0.68,"t0to5",TRUE,103.43,107.74,72.93,"Baseline"
"RMA4","concatenate174",69.31,111.42,3.17,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control","2","1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA,1.61,"t0to5",TRUE,103.43,67.01,107.72,"Baseline"
"RMA4","concatenate174",124.56,71.46,3.25,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control","2","1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA,0.57,"t0to5",TRUE,103.43,120.43,69.09,"Baseline"
"RMA4","concatenate174",72.01,65.91,3.33,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control","2","1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA,0.92,"t0to5",TRUE,103.43,69.62,63.72,"Baseline"
"RMA4","concatenate174",115.73,69.96,3.42,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control","2","1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA,0.6,"t0to5",TRUE,103.43,111.89,67.64,"Baseline"
"RMA4","concatenate174",153.56,27.83,3.5,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control","2","1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA,0.18,"t0to5",TRUE,103.43,148.47,26.91,"Baseline"
"RMA4","concatenate174",83.37,116.33,3.58,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control","2","1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA,1.4,"t0to5",TRUE,103.43,80.6,112.47,"Baseline"
"RMA4","concatenate174",136.81,91.64,3.67,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control","2","1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA,0.67,"t0to5",TRUE,103.43,132.27,88.6,"Baseline"
"RMA4","concatenate174",36.68,131.28,3.75,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control","2","1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA,3.58,"t0to5",TRUE,103.43,35.46,126.93,"Baseline"
"RMA4","concatenate174",92.99,24.63,3.83,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control","2","1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA,0.26,"t0to5",TRUE,103.43,89.91,23.81,"Baseline"
"RMA4","concatenate174",128.51,80.9,3.92,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control","2","1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA,0.63,"t0to5",TRUE,103.43,124.25,78.22,"Baseline"
"RMA4","concatenate174",108.28,72.88,4,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control","2","1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA,0.67,"t0to5",TRUE,103.43,104.69,70.46,"Baseline"
"RMA4","concatenate174",118.73,71.12,4.08,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control","2","1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA,0.6,"t0to5",TRUE,103.43,114.79,68.76,"Baseline"
"RMA4","concatenate174",125.6,76.16,4.17,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control","2","1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA,0.61,"t0to5",TRUE,103.43,121.43,73.63,"Baseline"
"RMA4","concatenate174",94.85,78.37,4.25,"2.2.1","Female",484.66,478.04,32,2,"Glutamate","Control","2","1.9, 2.2, 2.4, 2.8, 3.2","breif suction stops, very low flow rate, shaking looking ending gap free, barley any Aps","1",NA,0.83,"t0to5",TRUE,103.43,91.7,75.77,"Baseline"
